2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS Pintura- Embalar Prod;70 Sistemas Carretas;029520LC;ESPAÇADOR LARANJA [CBH M18];029520 - ESPAÇADOR [CBH M18];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;030383CO;MACACO COMPLETO CINZA [CBHM M17];030383 - MACACO COMPLETO [CBHM M17];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;030587LC;TAMPA LATERAL SUPERIOR LARANJA [CBH6/CBH7];030587 - TAMPA LATERAL SUPERIOR [CBH6/CBH7];;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;030599LC;TAMPA LATERAL INFERIOR LE LARANJA [CBH6/CBH7];030599 - TAMPA LATERAL INFERIOR LE [CBH6/CBH7];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;030732LC;TAMPA LATERAL INFERIOR LD LARANJA [CBH6/CBH7];030732 - TAMPA LATERAL INFERIOR LD [CBH6/CBH7];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;031228LC;TAMPA TRASEIRA FO LARANJA [CBH M18];031228 - TAMPA TRASEIRA FO [CBH M18];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;031230LC;FECHAMENTO DIANTEIRO SUPERIOR LARANJA [CBH M19];031230 - FECHAMENTO DIANTEIRO SUPERIOR [CBH M19];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;032729CO;EIXO COMPLETO SC CINZA [CBH6 M22];032729 - EIXO COMPLETO SC [CBH6 M22];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;70 Sistemas Carretas;032727CO;CHASSI COMPLETO SC CINZA [CBH6 M22];318417 - TINTA PÓ 26 R LI CINZA FUMAÇA EMA 022 167;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Expedição;Carretas Basculantes hidráulicas;CBH6 FO SC RD M22;Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos;032727CO - CHASSI COMPLETO SC CINZA [CBH6 M22];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Sist Carr;Conjuntos Carretas;30383;MACACO COMPLETO [CBHM M17];030789 - CORRENTE 180MM - MACACO M17;;;1;S Pintura;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;32635;CAÇAMBA SIMPLES FO [CBH6 M22];022263 - COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;32726;CHASSI SIMPLES SC [CBH6 M22];023516 - ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;32728;EIXO SIMPLES SC [CBH6 M22];025547 - CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...);;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;29966;CONJUNTO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;029965 - REFORÇO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;31548;CONJUNTO SUPORTE FRONTAL SC [CBH/CBHM M17];030327 - TUBO FIXO MACACO M17 CHASSI CBHM/CBH;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;30389;BASE MÓVEL DO MACACO [CBHM M17];030387 - BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;;;2;S Pintura;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;30753;TUBO HIDRÁULICO [CBH6/CBH7/CBHM6000];030749 - CORPO TUBO HIDRÁULICO 6T - ACESS   CBHM M17;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;31218;FUEIRO SUPORTE DIANTEIRO SUPERIOR CBH M18;031237 - CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;31289;FUEIRO FO LD  [CBH M18];031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;;;1;S Pintura;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;31290;FUEIRO FO LE [CBH M18];031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;;;1;S Pintura;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;34758;CAMISA DO CILINDRO [CILINDRO HIDRÁULICO - CBHM6000 CA];034754 - TUBO [CAMISA DO CILINDRO - CBHM6000 CA];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;34759;PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA];034756 - EIXO [PISTÃO - CBHM6000 CA];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;34630;CILINDRO HIDRÁULICO [CBHM6000 CA];210011 - ANEL O'RING 2-244;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;425035;VARAO FRENAGEM      5000  CBHM;412818 - ARRUELA CONICA EIXO - ROD P4T;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;25589;CONJ SUPORTE FREIO - CARRETAS (NOV13...);412818 - ARRUELA CONICA EIXO - ROD P4T;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;466712;ENGATE COM FREIO [CBH/CBHM];414426 - PORTA TRAVA RE  FA3,5FBS;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;466803;VARAO ACIONADOR  FREIO  (5000)  CBHM;466815 - CORPO VARAO ACION FREIO (5000) - CBH;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr;Conjuntos Carretas;23590;TRAVA TAMPA TRAS CBH(M12) /  CBHM (31 AGO 2012.../T7113-08/12...);490313 - REFORÇO TRAVA T TRAS -  ACESS  CBHM;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;Conjuntos Carretas;030389CO;BASE MÓVEL DO MACACO CINZA [CBHM M17];030389 - BASE MÓVEL DO MACACO [CBHM M17];;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;Conjuntos Carretas;031289LC;FUEIRO FO LD LARANJA [CBH M18];031289 - FUEIRO FO LD  [CBH M18];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;Conjuntos Carretas;031290LC;FUEIRO FO LE LARANJA [CBH M18];031290 - FUEIRO FO LE [CBH M18];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;Conjuntos Carretas;032635LC;CAÇAMBA SIMPLES FO LARANJA [CBH6 M22];032635 - CAÇAMBA SIMPLES FO [CBH6 M22];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod;Conjuntos Carretas;034630CO;CILINDRO HIDRÁULICO CINZA [CBHM6000 CA];034630 - CILINDRO HIDRÁULICO [CBHM6000 CA];;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34946;BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM];110012 - ACO LAMINADO RED 2.1/2    1045;60,00;;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34757;CABEÇA DO PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA];110516 - ACO LAMINADO RED 4.1/2    1045;;;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34753;FECHAMENTO GUIA [CILINDRO HIDRÁULICO - CBHM6000 CA];"110517 - AÇO REDONDO LAMINADO 5"" 1045";;;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34755;FECHAMENTO [CAMISA DO CILINDRO - CBHM6000 CA];110747 - AÇO LAMINADO RED 5          1020;;;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;28764;ESPAÇADOR TAMPA TRASEIRA  CBH/CBHM;"126615 - AÇO CHATO LAM 3/4 X 2"" SAE-1020";50,80;42,00;2;S C Plasma;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;496923;TUBO DA CAMISA DO CILINDRO [CILINDRO HIDRAULICO - CBH/CBHM];"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS";300,00;17,20;1;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34945;TUBO DA CONEXÃO MENOR [CAMISA DO CILINDRO - CBH/CBHM];"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS";35,00;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças Para Carretas;34756;EIXO [PISTÃO - CBHM6000 CA];222438 - AÇO MT 60.00 CROMADO SAE 1045 NORMAL;;;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma;Peças Para Carretas;496935;ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM];"120376 - CHAPA GQ 1"" (25,4) 1010/1020";90,00;87,00;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia;Peças Para Carretas;497101;CINTA FREIO - EIXO TRAS   F4CC;120900 - CHAPA FF #20   (0,91)     1010;765,00;50,00;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia;Peças Para Carretas;496923;TUBO DA CAMISA DO CILINDRO [CILINDRO HIDRAULICO - CBH/CBHM];"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS";300,00;17,20;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34946;BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM];110012 - ACO LAMINADO RED 2.1/2    1045;60,00;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34757;CABEÇA DO PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA];110516 - ACO LAMINADO RED 4.1/2    1045;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34753;FECHAMENTO GUIA [CILINDRO HIDRÁULICO - CBHM6000 CA];"110517 - AÇO REDONDO LAMINADO 5"" 1045";;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34755;FECHAMENTO [CAMISA DO CILINDRO - CBHM6000 CA];110747 - AÇO LAMINADO RED 5          1020;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;496935;ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM];"120376 - CHAPA GQ 1"" (25,4) 1010/1020";90,00;87,00;1;S Forjaria;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34754;TUBO [CAMISA DO CILINDRO - CBHM6000 CA];"222435 - TUBO TCH 127.00 X 114.30 X 06.35 ST52 BRUN 4.1/2""";;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças Para Carretas;34756;EIXO [PISTÃO - CBHM6000 CA];222438 - AÇO MT 60.00 CROMADO SAE 1045 NORMAL;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Guilhotinas;Peças Para Carretas;497101;CINTA FREIO - EIXO TRAS   F4CC;120900 - CHAPA FF #20   (0,91)     1010;765,00;50,00;2;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Guilhotinas;Peças Para Carretas;497113;LONA FREIO - EIXO TRAS    F4CC;"299534 - LONA DE FREIO MOLDADA 1/4X2""";500,00;50,80;2;Sem Processo;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Laser;Peças Para Carretas;33612;ARRUELA [ESPAÇADOR - CBH M18];120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Prensas;Peças para Carretas ACESSORIOS;457012;TENSOR CABOS - FREIO      CAR;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";136,00;9,50;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;32233;PINO DE ARTICULAÇÃO [CBH/CBHM-1E];110358 - ACO LAMINADO RED 2        1045;115,00;;2;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;443360;PINO ALAV/COMANDO - FREIO CAR;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";43,00;12,70;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;444868;PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC];"112215 - ACO TREF. RED. SAE-1020 - 1""";137,00;25,40;2;S Forjaria;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;496996;PINO MAIOR CILINDRO - ACESS CBH;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";130,00;31,70;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;490430;PINO MENOR CILINDRO - ACESS   CBHM;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";102,00;31,70;1;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;28844;PINO DA TAMPA TRASEIRA [CBH];"112525 - ACO TREF. RED. SAE-1020 - 5/8""";77,00;;2;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma;Peças para Carretas ACESSORIOS;30694;ALAVANCA DE FREIO - CHASSI SC CBH/CBHM 4T M17;120650 - CHAPA GQ   5/16(7,94)     1010;250,00;32,00;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia;Peças para Carretas ACESSORIOS;457012;TENSOR CABOS - FREIO      CAR;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";136,00;9,50;1;Sem Processo;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Forjaria;Peças para Carretas ACESSORIOS;444868;PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC];Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização;;;2;S Usinagem;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Cx Acessórios;Peças para Carretas ACESSORIOS;492486;"CABO ACO 3/16""X4,1M-FREIO P2";"299108 - CABO DE ACO 3/16"" GALV. 6X7 + AF.";4100,00;4,76;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;490430;PINO MENOR CILINDRO - ACESS   CBHM;;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;28844;PINO DA TAMPA TRASEIRA [CBH];;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;32233;PINO DE ARTICULAÇÃO [CBH/CBHM-1E];110358 - ACO LAMINADO RED 2        1045;115,00;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;496996;PINO MAIOR CILINDRO - ACESS CBH;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";130,00;31,70;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;457012;TENSOR CABOS - FREIO      CAR;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";136,00;9,50;1;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;443360;PINO ALAV/COMANDO - FREIO CAR;Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização;;;1;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;444868;PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC];Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização;;;2;S Mont Sistemas Carretas;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas CHASSIS;464855;LUVA ENGATE    - CHASSI    CBH;"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020";427,00;76,20;1;S Forjaria;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas CHASSIS;429478;TRANSV TRAS-CHASSI (6000) CBHM;134055NAC - TUBO QUADRADO 120 X 120 X 8.00;;;1;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras;Peças para Carretas CHASSIS;464880;BUCHA EMBOLO - CHASSI CBHM/ICAM FA;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";103,00;60,30;1;Sem Processo;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30425;LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;3271,00;314,00;2;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30589;PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;181,00;50,00;1;S Estamparia;CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
